ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,WORKER_PARS,WORKER_BUCK,WORKER_DS,TIME,THROUG,AVG_RMSD,SINGLE_RMSD
32,16,2,128,256,10,3,2097152,20,4,6,122.130,3681.33,2.64,2.757668/3.897602/1.657858/3.721913/1.626079/2.034434/1.606100/0.711225/2.205974/2.518844/1.567995/2.093702/2.289784/1.450165/3.751521/2.635529/2.877275/2.744092/2.893097/2.987600/2.735237/1.238891/2.009960/2.171533/4.053678/3.696367/1.997930/1.299399/4.825872/4.650682/4.121683/2.802498/2.405195/1.678550/3.054716/2.681431/1.853665/2.831477/3.082245/3.544654/2.965758/2.186935/1.658298/1.855643/3.760577/2.302087/2.835162/2.398203/1.262627/3.352234/2.628462/1.439160/1.121952/1.898843/2.147386/3.425904/3.683810/1.717065/2.074718/1.220473/3.016537/2.968042/2.042540/2.085450/1.824618/2.047797/0.946221/1.675376/3.484777/3.254726/2.816678/2.741431/3.465785/4.437373/2.321804/2.272970/1.096403/2.398500/5.273060/2.477098/2.547946/2.488494/3.055378/2.424049/4.598689/2.718885/1.869257/2.825274/3.192600/0.950588/2.257211/3.468587/1.689448/4.875559/2.584364/2.332311/1.955954/2.039848/3.011947/3.417717/4.957253/2.992481/5.877396/3.995039
