ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,WORKER_PARS,WORKER_BUCK,WORKER_DS,TIME,THROUG,AVG_RMSD
8,24,1,96,256,256,2,1048576,20,4,6,85.972,5229.62,2.15
8,24,1,96,256,256,2,5242880,20,4,6,95.396,4712.99,2.15
8,24,1,96,256,256,3,1048576,20,4,6,84.577,5315.87,2.15
8,24,1,96,256,256,3,5242880,20,4,6,92.995,4834.67,2.15
8,24,1,96,256,256,4,1048576,20,4,6,99.013,4540.82,2.15
8,24,1,96,256,256,4,5242880,20,4,6,87.041,5165.39,2.15
8,24,1,96,1024,10,1,1048576,20,4,6,253.338,1774.70,2.93
8,24,1,96,1024,10,1,5242880,20,4,6,253.060,1776.65,2.93
8,24,1,96,1024,10,2,1048576,20,4,6,251.626,1786.78,2.70
8,24,1,96,1024,10,2,5242880,20,4,6,255.698,1758.32,2.70
8,24,1,96,1024,10,3,1048576,20,4,6,247.320,1817.89,2.81
8,24,1,96,1024,10,3,5242880,20,4,6,251.539,1787.40,2.81
8,24,1,96,1024,10,4,1048576,20,4,6,253.279,1775.12,2.88
8,24,1,96,1024,10,4,5242880,20,4,6,247.569,1816.06,2.88
8,24,1,96,1024,50,1,1048576,20,4,6,254.081,1769.51,2.35
8,24,1,96,1024,50,1,5242880,20,4,6,252.525,1780.42,2.35
8,24,1,96,1024,50,2,1048576,20,4,6,254.449,1766.95,2.39
8,24,1,96,1024,50,2,5242880,20,4,6,257.894,1743.35,2.39
8,24,1,96,1024,50,3,1048576,20,4,6,255.540,1759.41,2.42
8,24,1,96,1024,50,3,5242880,20,4,6,252.034,1783.89,2.42
8,24,1,96,1024,50,4,1048576,20,4,6,253.008,1777.02,2.49
8,24,1,96,1024,50,4,5242880,20,4,6,252.925,1777.60,2.49
8,24,1,96,1024,256,1,1048576,20,4,6,273.712,1642.60,2.15
8,24,1,96,1024,256,1,5242880,20,4,6,264.532,1699.60,2.15
8,24,1,96,1024,256,2,1048576,20,4,6,265.424,1693.89,2.19
8,24,1,96,1024,256,2,5242880,20,4,6,264.825,1697.72,2.19
8,24,1,96,1024,256,3,1048576,20,4,6,265.091,1696.02,2.20
8,24,1,96,1024,256,3,5242880,20,4,6,265.712,1692.06,2.20
8,24,1,96,1024,256,4,1048576,20,4,6,264.049,1702.71,2.21
8,24,1,96,1024,256,4,5242880,20,4,6,263.495,1706.29,2.21
8,24,3,32,256,10,1,1048576,20,4,6,142.146,3162.95,2.89
8,24,3,32,256,10,1,5242880,20,4,6,141.752,3171.74,2.89
8,24,3,32,256,10,2,1048576,20,4,6,142.406,3157.17,2.76
8,24,3,32,256,10,2,5242880,20,4,6,142.955,3145.05,2.76
8,24,3,32,256,10,3,1048576,20,4,6,140.394,3202.42,2.69
8,24,3,32,256,10,3,5242880,20,4,6,140.265,3205.36,2.69
8,24,3,32,256,10,4,1048576,20,4,6,144.681,3107.53,2.73
8,24,3,32,256,10,4,5242880,20,4,6,141.537,3176.56,2.73
8,24,3,32,256,50,1,1048576,20,4,6,149.850,3000.34,2.32
8,24,3,32,256,50,1,5242880,20,4,6,148.790,3021.71,2.32
8,24,3,32,256,50,2,1048576,20,4,6,140.833,3192.44,2.31
8,24,3,32,256,50,2,5242880,20,4,6,141.541,3176.47,2.31
8,24,3,32,256,50,3,1048576,20,4,6,142.239,3160.88,2.33
8,24,3,32,256,50,3,5242880,20,4,6,146.746,3063.80,2.33
8,24,3,32,256,50,4,1048576,20,4,6,146.576,3067.35,2.37
8,24,3,32,256,50,4,5242880,20,4,6,145.474,3090.59,2.37
8,24,3,32,256,256,1,1048576,20,4,6,156.532,2872.26,2.06
8,24,3,32,256,256,1,5242880,20,4,6,153.856,2922.21,2.06
8,24,3,32,256,256,2,1048576,20,4,6,156.775,2867.81,2.06
8,24,3,32,256,256,2,5242880,20,4,6,155.694,2887.72,2.06
8,24,3,32,256,256,3,1048576,20,4,6,150.817,2981.10,2.06
8,24,3,32,256,256,3,5242880,20,4,6,150.668,2984.05,2.06
8,24,3,32,256,256,4,1048576,20,4,6,155.208,2896.76,2.06
8,24,3,32,256,256,4,5242880,20,4,6,153.095,2936.74,2.06
8,24,3,32,1024,10,1,1048576,20,4,6,529.300,849.42,2.83
8,24,3,32,1024,10,1,5242880,20,4,6,527.208,852.79,2.83
8,24,3,32,1024,10,2,1048576,20,4,6,522.170,861.02,2.65
8,24,3,32,1024,10,2,5242880,20,4,6,524.314,857.50,2.65
8,24,3,32,1024,10,3,1048576,20,4,6,519.098,866.11,2.68
8,24,3,32,1024,10,3,5242880,20,4,6,520.485,863.81,2.68
8,24,3,32,1024,10,4,1048576,20,4,6,521.764,861.69,2.84
8,24,3,32,1024,10,4,5242880,20,4,6,519.479,865.48,2.84
8,24,3,32,1024,50,1,1048576,20,4,6,530.928,846.82,2.29
8,24,3,32,1024,50,1,5242880,20,4,6,529.619,848.91,2.29
8,24,3,32,1024,50,2,1048576,20,4,6,524.623,856.99,2.27
8,24,3,32,1024,50,2,5242880,20,4,6,522.507,860.46,2.27
8,24,3,32,1024,50,3,1048576,20,4,6,523.896,858.18,2.40
8,24,3,32,1024,50,3,5242880,20,4,6,516.394,870.65,2.40
8,24,3,32,1024,50,4,1048576,20,4,6,525.044,856.31,2.43
8,24,3,32,1024,50,4,5242880,20,4,6,518.050,867.87,2.43
8,24,3,32,1024,256,1,1048576,20,4,6,545.585,824.07,2.06
8,24,3,32,1024,256,1,5242880,20,4,6,541.859,829.73,2.06
8,24,3,32,1024,256,2,1048576,20,4,6,540.470,831.87,2.10
8,24,3,32,1024,256,2,5242880,20,4,6,535.585,839.45,2.10
8,24,3,32,1024,256,3,1048576,20,4,6,535.559,839.49,2.15
8,24,3,32,1024,256,3,5242880,20,4,6,542.023,829.48,2.15
8,24,3,32,1024,256,4,1048576,20,4,6,533.778,842.29,2.15
8,24,3,32,1024,256,4,5242880,20,4,6,541.008,831.04,2.15
8,24,3,96,256,10,1,1048576,20,4,6,153.053,2937.55,2.89
8,24,3,96,256,10,1,5242880,20,4,6,149.847,3000.40,2.89
8,24,3,96,256,10,2,1048576,20,4,6,151.162,2974.29,2.76
8,24,3,96,256,10,2,5242880,20,4,6,152.202,2953.97,2.76
8,24,3,96,256,10,3,1048576,20,4,6,151.633,2965.06,2.69
8,24,3,96,256,10,3,5242880,20,4,6,152.164,2954.71,2.69
8,24,3,96,256,10,4,1048576,20,4,6,151.150,2974.53,2.73
8,24,3,96,256,10,4,5242880,20,4,6,151.250,2972.56,2.73
8,24,3,96,256,50,1,1048576,20,4,6,153.537,2928.29,2.32
8,24,3,96,256,50,1,5242880,20,4,6,153.427,2930.39,2.32
8,24,3,96,256,50,2,1048576,20,4,6,156.927,2865.03,2.31
8,24,3,96,256,50,2,5242880,20,4,6,153.511,2928.78,2.31
8,24,3,96,256,50,3,1048576,20,4,6,152.857,2941.31,2.33
8,24,3,96,256,50,3,5242880,20,4,6,153.783,2923.60,2.33
8,24,3,96,256,50,4,1048576,20,4,6,153.590,2927.28,2.37
8,24,3,96,256,50,4,5242880,20,4,6,156.596,2871.08,2.37
8,24,3,96,256,256,1,1048576,20,4,6,164.990,2725.01,2.06
8,24,3,96,256,256,1,5242880,20,4,6,165.149,2722.39,2.06
8,24,3,96,256,256,2,1048576,20,4,6,165.834,2711.15,2.06
8,24,3,96,256,256,2,5242880,20,4,6,163.523,2749.46,2.06
8,24,3,96,256,256,3,1048576,20,4,6,164.308,2736.33,2.06
8,24,3,96,256,256,3,5242880,20,4,6,163.467,2750.40,2.06
8,24,3,96,256,256,4,1048576,20,4,6,162.425,2768.05,2.06
8,24,3,96,256,256,4,5242880,20,4,6,164.212,2737.93,2.06
8,24,3,96,1024,10,1,1048576,20,4,6,555.814,808.90,2.83
8,24,3,96,1024,10,1,5242880,20,4,6,560.789,801.72,2.83
8,24,3,96,1024,10,2,1048576,20,4,6,558.016,805.71,2.65
8,24,3,96,1024,10,2,5242880,20,4,6,554.453,810.89,2.65
8,24,3,96,1024,10,3,1048576,20,4,6,550.356,816.92,2.68
8,24,3,96,1024,10,3,5242880,20,4,6,551.210,815.66,2.68
8,24,3,96,1024,10,4,1048576,20,4,6,557.299,806.75,2.84
8,24,3,96,1024,10,4,5242880,20,4,6,558.582,804.89,2.84
8,24,3,96,1024,50,1,1048576,20,4,6,569.591,789.34,2.29
8,24,3,96,1024,50,1,5242880,20,4,6,566.289,793.94,2.29
8,24,3,96,1024,50,2,1048576,20,4,6,559.899,803.00,2.27
8,24,3,96,1024,50,2,5242880,20,4,6,557.641,806.25,2.27
8,24,3,96,1024,50,3,1048576,20,4,6,568.081,791.43,2.40
8,24,3,96,1024,50,3,5242880,20,4,6,559.428,803.67,2.40
8,24,3,96,1024,50,4,1048576,20,4,6,555.568,809.26,2.43
8,24,3,96,1024,50,4,5242880,20,4,6,559.777,803.17,2.43
8,24,3,96,1024,256,1,1048576,20,4,6,577.857,778.04,2.06
8,24,3,96,1024,256,1,5242880,20,4,6,575.902,780.69,2.06
8,24,3,96,1024,256,2,1048576,20,4,6,576.807,779.46,2.10
8,24,3,96,1024,256,2,5242880,20,4,6,570.679,787.83,2.10
8,24,3,96,1024,256,3,1048576,20,4,6,572.783,784.94,2.15
8,24,3,96,1024,256,3,5242880,20,4,6,574.797,782.19,2.15
8,24,3,96,1024,256,4,1048576,20,4,6,570.265,788.40,2.15
8,24,3,96,1024,256,4,5242880,20,4,6,568.853,790.36,2.15
8,24,5,32,256,10,1,1048576,20,4,6,203.760,2206.52,2.89
8,24,5,32,256,10,1,5242880,20,4,6,201.753,2228.47,2.89
8,24,5,32,256,10,2,1048576,20,4,6,204.436,2199.22,2.76
8,24,5,32,256,10,2,5242880,20,4,6,206.207,2180.33,2.76
8,24,5,32,256,10,3,1048576,20,4,6,202.626,2218.87,2.72
8,24,5,32,256,10,3,5242880,20,4,6,207.103,2170.90,2.72
8,24,5,32,256,10,4,1048576,20,4,6,203.715,2207.00,2.75
8,24,5,32,256,10,4,5242880,20,4,6,202.675,2218.33,2.75
8,24,5,32,256,50,1,1048576,20,4,6,205.485,2187.99,2.32
8,24,5,32,256,50,1,5242880,20,4,6,205.963,2182.92,2.32
8,24,5,32,256,50,2,1048576,20,4,6,210.613,2134.72,2.30
8,24,5,32,256,50,2,5242880,20,4,6,208.940,2151.81,2.30
8,24,5,32,256,50,3,1048576,20,4,6,208.137,2160.12,2.34
8,24,5,32,256,50,3,5242880,20,4,6,204.619,2197.25,2.34
8,24,5,32,256,50,4,1048576,20,4,6,208.252,2158.92,2.36
8,24,5,32,256,50,4,5242880,20,4,6,203.626,2207.97,2.36
8,24,5,32,256,256,1,1048576,20,4,6,219.203,2051.07,2.06
8,24,5,32,256,256,1,5242880,20,4,6,216.930,2072.56,2.06
8,24,5,32,256,256,2,1048576,20,4,6,220.027,2043.39,2.06
8,24,5,32,256,256,2,5242880,20,4,6,217.287,2069.15,2.06
8,24,5,32,256,256,3,1048576,20,4,6,213.555,2105.31,2.06
8,24,5,32,256,256,3,5242880,20,4,6,220.390,2040.02,2.06
8,24,5,32,256,256,4,1048576,20,4,6,218.084,2061.59,2.06
8,24,5,32,256,256,4,5242880,20,4,6,216.417,2077.47,2.06
8,24,5,32,1024,10,1,1048576,20,4,6,800.262,561.81,2.87
8,24,5,32,1024,10,1,5242880,20,4,6,799.146,562.60,2.87
8,24,5,32,1024,10,2,1048576,20,4,6,782.153,574.82,2.63
8,24,5,32,1024,10,2,5242880,20,4,6,794.711,565.74,2.63
8,24,5,32,1024,10,3,1048576,20,4,6,795.862,564.92,2.68
8,24,5,32,1024,10,3,5242880,20,4,6,794.791,565.68,2.68
8,24,5,32,1024,10,4,1048576,20,4,6,797.883,563.49,2.83
8,24,5,32,1024,10,4,5242880,20,4,6,788.788,569.98,2.83
8,24,5,32,1024,50,1,1048576,20,4,6,800.026,561.98,2.28
8,24,5,32,1024,50,1,5242880,20,4,6,801.439,560.99,2.28
8,24,5,32,1024,50,2,1048576,20,4,6,807.317,556.90,2.26
8,24,5,32,1024,50,2,5242880,20,4,6,805.120,558.42,2.26
8,24,5,32,1024,50,3,1048576,20,4,6,792.588,567.25,2.38
8,24,5,32,1024,50,3,5242880,20,4,6,798.217,563.25,2.38
8,24,5,32,1024,50,4,1048576,20,4,6,785.544,572.34,2.44
8,24,5,32,1024,50,4,5242880,20,4,6,788.314,570.33,2.44
8,24,5,32,1024,256,1,1048576,20,4,6,811.376,554.12,2.06
8,24,5,32,1024,256,1,5242880,20,4,6,816.120,550.90,2.06
8,24,5,32,1024,256,2,1048576,20,4,6,802.371,560.34,2.09
8,24,5,32,1024,256,2,5242880,20,4,6,799.980,562.01,2.09
8,24,5,32,1024,256,3,1048576,20,4,6,809.867,555.15,2.15
8,24,5,32,1024,256,3,5242880,20,4,6,812.273,553.50,2.15
8,24,5,32,1024,256,4,1048576,20,4,6,811.149,554.27,2.16
8,24,5,32,1024,256,4,5242880,20,4,6,804.800,558.64,2.16
8,24,5,96,256,10,1,1048576,20,4,6,218.828,2054.58,2.89
8,24,5,96,256,10,1,5242880,20,4,6,222.429,2021.32,2.89
8,24,5,96,256,10,2,1048576,20,4,6,219.232,2050.80,2.76
8,24,5,96,256,10,2,5242880,20,4,6,218.166,2060.82,2.76
8,24,5,96,256,10,3,1048576,20,4,6,217.623,2065.96,2.72
8,24,5,96,256,10,3,5242880,20,4,6,218.119,2061.26,2.72
8,24,5,96,256,10,4,1048576,20,4,6,218.280,2059.74,2.75
8,24,5,96,256,10,4,5242880,20,4,6,218.599,2056.73,2.75
8,24,5,96,256,50,1,1048576,20,4,6,222.359,2021.95,2.32
8,24,5,96,256,50,1,5242880,20,4,6,220.813,2036.11,2.32
8,24,5,96,256,50,2,1048576,20,4,6,219.589,2047.46,2.30
8,24,5,96,256,50,2,5242880,20,4,6,220.462,2039.35,2.30
8,24,5,96,256,50,3,1048576,20,4,6,221.678,2028.17,2.34
8,24,5,96,256,50,3,5242880,20,4,6,221.209,2032.47,2.34
8,24,5,96,256,50,4,1048576,20,4,6,223.008,2016.07,2.36
8,24,5,96,256,50,4,5242880,20,4,6,221.769,2027.33,2.36
8,24,5,96,256,256,1,1048576,20,4,6,229.064,1962.77,2.06
8,24,5,96,256,256,1,5242880,20,4,6,230.550,1950.12,2.06
8,24,5,96,256,256,2,1048576,20,4,6,229.179,1961.78,2.06
8,24,5,96,256,256,2,5242880,20,4,6,230.487,1950.65,2.06
8,24,5,96,256,256,3,1048576,20,4,6,230.829,1947.76,2.06
8,24,5,96,256,256,3,5242880,20,4,6,232.240,1935.93,2.06
8,24,5,96,256,256,4,1048576,20,4,6,227.412,1977.03,2.06
8,24,5,96,256,256,4,5242880,20,4,6,232.459,1934.10,2.06
8,24,5,96,1024,10,1,1048576,20,4,6,853.064,527.04,2.87
8,24,5,96,1024,10,1,5242880,20,4,6,850.315,528.74,2.87
8,24,5,96,1024,10,2,1048576,20,4,6,844.127,532.62,2.63
8,24,5,96,1024,10,2,5242880,20,4,6,848.997,529.56,2.63
8,24,5,96,1024,10,3,1048576,20,4,6,840.763,534.75,2.68
8,24,5,96,1024,10,3,5242880,20,4,6,840.239,535.08,2.68
8,24,5,96,1024,10,4,1048576,20,4,6,852.655,527.29,2.83
8,24,5,96,1024,10,4,5242880,20,4,6,846.218,531.30,2.83
8,24,5,96,1024,50,1,1048576,20,4,6,846.817,530.93,2.28
8,24,5,96,1024,50,1,5242880,20,4,6,856.138,525.15,2.28
8,24,5,96,1024,50,2,1048576,20,4,6,857.058,524.58,2.26
8,24,5,96,1024,50,2,5242880,20,4,6,850.953,528.34,2.26
8,24,5,96,1024,50,3,1048576,20,4,6,840.550,534.88,2.38
8,24,5,96,1024,50,3,5242880,20,4,6,847.042,530.78,2.38
8,24,5,96,1024,50,4,1048576,20,4,6,860.913,522.23,2.44
8,24,5,96,1024,50,4,5242880,20,4,6,851.927,527.74,2.44
8,24,5,96,1024,256,1,1048576,20,4,6,867.237,518.42,2.06
8,24,5,96,1024,256,1,5242880,20,4,6,860.306,522.60,2.06
8,24,5,96,1024,256,2,1048576,20,4,6,871.513,515.88,2.09
8,24,5,96,1024,256,2,5242880,20,4,6,867.079,518.52,2.09
8,24,5,96,1024,256,3,1048576,20,4,6,870.080,516.73,2.15
8,24,5,96,1024,256,3,5242880,20,4,6,867.995,517.97,2.15
8,24,5,96,1024,256,4,1048576,20,4,6,860.529,522.47,2.16
8,24,5,96,1024,256,4,5242880,20,4,6,864.317,520.18,2.16
16,8,1,32,256,10,1,1048576,20,4,6,60.211,7467.09,2.81
16,8,1,32,256,10,1,5242880,20,4,6,61.710,7285.70,2.81
16,8,1,32,256,10,2,1048576,20,4,6,61.324,7331.56,2.70
16,8,1,32,256,10,2,5242880,20,4,6,63.788,7048.36,2.70
16,8,1,32,256,10,3,1048576,20,4,6,63.708,7057.21,2.73
16,8,1,32,256,10,3,5242880,20,4,6,68.128,6599.35,2.73
16,8,1,32,256,10,4,1048576,20,4,6,63.018,7134.48,2.76
16,8,1,32,256,10,4,5242880,20,4,6,60.011,7491.97,2.76
16,8,1,32,256,50,1,1048576,20,4,6,73.312,6132.70,2.33
16,8,1,32,256,50,1,5242880,20,4,6,69.308,6487.00,2.33
16,8,1,32,256,50,2,1048576,20,4,6,68.599,6554.04,2.34
16,8,1,32,256,50,2,5242880,20,4,6,80.889,5558.24,2.34
16,8,1,32,256,50,3,1048576,20,4,6,63.664,7062.09,2.35
16,8,1,32,256,50,3,5242880,20,4,6,66.203,6791.24,2.35
16,8,1,32,256,50,4,1048576,20,4,6,62.899,7147.98,2.36
16,8,1,32,256,50,4,5242880,20,4,6,78.461,5730.24,2.36
16,8,1,32,256,256,1,1048576,20,4,6,69.590,6460.71,2.14
16,8,1,32,256,256,1,5242880,20,4,6,86.849,5176.81,2.14
16,8,1,32,256,256,2,1048576,20,4,6,88.552,5077.25,2.14
16,8,1,32,256,256,2,5242880,20,4,6,80.257,5602.01,2.14
16,8,1,32,256,256,3,1048576,20,4,6,68.494,6564.09,2.14
16,8,1,32,256,256,3,5242880,20,4,6,69.312,6486.62,2.14
16,8,1,32,256,256,4,1048576,20,4,6,73.810,6091.32,2.14
16,8,1,32,256,256,4,5242880,20,4,6,75.617,5945.76,2.14
16,8,1,32,1024,10,1,1048576,20,4,6,177.157,2537.86,2.86
16,8,1,32,1024,10,1,5242880,20,4,6,184.464,2437.33,2.86
16,8,1,32,1024,10,2,1048576,20,4,6,178.966,2512.21,2.76
16,8,1,32,1024,10,2,5242880,20,4,6,180.290,2493.76,2.76
16,8,1,32,1024,10,3,1048576,20,4,6,182.070,2469.38,2.80
16,8,1,32,1024,10,3,5242880,20,4,6,179.183,2509.17,2.80
16,8,1,32,1024,10,4,1048576,20,4,6,183.416,2451.26,2.92
16,8,1,32,1024,10,4,5242880,20,4,6,180.787,2486.91,2.92
16,8,1,32,1024,50,1,1048576,20,4,6,185.316,2426.13,2.34
16,8,1,32,1024,50,1,5242880,20,4,6,179.908,2499.06,2.34
16,8,1,32,1024,50,2,1048576,20,4,6,185.061,2429.47,2.39
16,8,1,32,1024,50,2,5242880,20,4,6,182.622,2461.92,2.39
16,8,1,32,1024,50,3,1048576,20,4,6,185.170,2428.04,2.43
16,8,1,32,1024,50,3,5242880,20,4,6,179.970,2498.19,2.43
16,8,1,32,1024,50,4,1048576,20,4,6,179.946,2498.53,2.48
16,8,1,32,1024,50,4,5242880,20,4,6,183.970,2443.88,2.48
16,8,1,32,1024,256,1,1048576,20,4,6,192.846,2331.39,2.21
16,8,1,32,1024,256,1,5242880,20,4,6,193.983,2317.73,2.21
16,8,1,32,1024,256,2,1048576,20,4,6,190.108,2364.97,2.23
16,8,1,32,1024,256,2,5242880,20,4,6,191.389,2349.14,2.23
16,8,1,32,1024,256,3,1048576,20,4,6,191.587,2346.71,2.24
16,8,1,32,1024,256,3,5242880,20,4,6,191.236,2351.02,2.24
16,8,1,32,1024,256,4,1048576,20,4,6,191.969,2342.05,2.25
16,8,1,32,1024,256,4,5242880,20,4,6,189.732,2369.66,2.25
16,8,1,96,256,10,1,1048576,20,4,6,63.218,7111.91,2.81
16,8,1,96,256,10,1,5242880,20,4,6,78.381,5736.09,2.81
16,8,1,96,256,10,2,1048576,20,4,6,78.997,5691.36,2.70
16,8,1,96,256,10,2,5242880,20,4,6,82.988,5417.66,2.70
16,8,1,96,256,10,3,1048576,20,4,6,64.267,6995.82,2.73
16,8,1,96,256,10,3,5242880,20,4,6,67.295,6681.04,2.73
16,8,1,96,256,10,4,1048576,20,4,6,81.219,5535.66,2.76
16,8,1,96,256,10,4,5242880,20,4,6,78.855,5701.61,2.76
16,8,1,96,256,50,1,1048576,20,4,6,84.410,5326.39,2.33
16,8,1,96,256,50,1,5242880,20,4,6,64.566,6963.43,2.33
16,8,1,96,256,50,2,1048576,20,4,6,80.369,5594.20,2.34
16,8,1,96,256,50,2,5242880,20,4,6,82.621,5441.72,2.34
16,8,1,96,256,50,3,1048576,20,4,6,80.922,5555.97,2.35
16,8,1,96,256,50,3,5242880,20,4,6,82.660,5439.16,2.35
16,8,1,96,256,50,4,1048576,20,4,6,81.410,5522.67,2.36
16,8,1,96,256,50,4,5242880,20,4,6,82.141,5473.52,2.36
16,8,1,96,256,256,1,1048576,20,4,6,68.891,6526.26,2.14
16,8,1,96,256,256,1,5242880,20,4,6,81.832,5494.19,2.14
16,8,1,96,256,256,2,1048576,20,4,6,71.449,6292.61,2.14
16,8,1,96,256,256,2,5242880,20,4,6,88.687,5069.52,2.14
16,8,1,96,256,256,3,1048576,20,4,6,82.600,5443.11,2.14
16,8,1,96,256,256,3,5242880,20,4,6,89.380,5030.21,2.14
16,8,1,96,256,256,4,1048576,20,4,6,86.087,5222.63,2.14
16,8,1,96,256,256,4,5242880,20,4,6,79.006,5690.71,2.14
16,8,1,96,1024,10,1,1048576,20,4,6,192.317,2337.81,2.86
16,8,1,96,1024,10,1,5242880,20,4,6,191.704,2345.28,2.86
16,8,1,96,1024,10,2,1048576,20,4,6,193.023,2329.26,2.76
16,8,1,96,1024,10,2,5242880,20,4,6,191.264,2350.68,2.76
16,8,1,96,1024,10,3,1048576,20,4,6,190.646,2358.30,2.80
16,8,1,96,1024,10,3,5242880,20,4,6,191.293,2350.32,2.80
16,8,1,96,1024,10,4,1048576,20,4,6,193.904,2318.67,2.92
16,8,1,96,1024,10,4,5242880,20,4,6,189.975,2366.63,2.92
16,8,1,96,1024,50,1,1048576,20,4,6,192.956,2330.07,2.34
16,8,1,96,1024,50,1,5242880,20,4,6,190.526,2359.78,2.34
16,8,1,96,1024,50,2,1048576,20,4,6,192.845,2331.41,2.39
16,8,1,96,1024,50,2,5242880,20,4,6,192.762,2332.41,2.39
16,8,1,96,1024,50,3,1048576,20,4,6,190.354,2361.92,2.43
16,8,1,96,1024,50,3,5242880,20,4,6,192.845,2331.41,2.43
16,8,1,96,1024,50,4,1048576,20,4,6,194.715,2309.02,2.48
16,8,1,96,1024,50,4,5242880,20,4,6,192.134,2340.03,2.48
16,8,1,96,1024,256,1,1048576,20,4,6,201.925,2226.57,2.21
16,8,1,96,1024,256,1,5242880,20,4,6,205.597,2186.80,2.21
16,8,1,96,1024,256,2,1048576,20,4,6,200.384,2243.69,2.23
16,8,1,96,1024,256,2,5242880,20,4,6,206.178,2180.64,2.23
16,8,1,96,1024,256,3,1048576,20,4,6,202.169,2223.88,2.24
16,8,1,96,1024,256,3,5242880,20,4,6,202.116,2224.47,2.24
16,8,1,96,1024,256,4,1048576,20,4,6,202.568,2219.50,2.25
16,8,1,96,1024,256,4,5242880,20,4,6,202.546,2219.74,2.25
16,8,3,32,256,10,1,1048576,20,4,6,92.539,4858.50,2.92
16,8,3,32,256,10,1,5242880,20,4,6,95.766,4694.78,2.92
16,8,3,32,256,10,2,1048576,20,4,6,92.779,4845.93,2.92
16,8,3,32,256,10,2,5242880,20,4,6,100.408,4477.74,2.92
16,8,3,32,256,10,3,1048576,20,4,6,104.465,4303.84,2.74
16,8,3,32,256,10,3,5242880,20,4,6,92.819,4843.84,2.74
16,8,3,32,256,10,4,1048576,20,4,6,92.246,4873.93,2.78
16,8,3,32,256,10,4,5242880,20,4,6,92.814,4844.10,2.78
16,8,3,32,256,50,1,1048576,20,4,6,104.195,4314.99,2.30
16,8,3,32,256,50,1,5242880,20,4,6,98.085,4583.78,2.30
16,8,3,32,256,50,2,1048576,20,4,6,94.943,4735.48,2.31
16,8,3,32,256,50,2,5242880,20,4,6,101.319,4437.47,2.31
16,8,3,32,256,50,3,1048576,20,4,6,106.620,4216.85,2.34
16,8,3,32,256,50,3,5242880,20,4,6,97.516,4610.53,2.34
16,8,3,32,256,50,4,1048576,20,4,6,100.535,4472.08,2.34
16,8,3,32,256,50,4,5242880,20,4,6,96.736,4647.71,2.34
16,8,3,32,256,256,1,1048576,20,4,6,114.336,3932.27,2.12
16,8,3,32,256,256,1,5242880,20,4,6,112.239,4005.74,2.12
16,8,3,32,256,256,2,1048576,20,4,6,111.699,4025.11,2.12
16,8,3,32,256,256,2,5242880,20,4,6,103.491,4344.34,2.12
16,8,3,32,256,256,3,1048576,20,4,6,108.721,4135.36,2.12
16,8,3,32,256,256,3,5242880,20,4,6,113.978,3944.62,2.12
16,8,3,32,256,256,4,1048576,20,4,6,114.195,3937.13,2.12
16,8,3,32,256,256,4,5242880,20,4,6,111.833,4020.28,2.12
16,8,3,32,1024,10,1,1048576,20,4,6,334.351,1344.69,2.96
16,8,3,32,1024,10,1,5242880,20,4,6,336.362,1336.65,2.96
16,8,3,32,1024,10,2,1048576,20,4,6,334.425,1344.40,2.91
16,8,3,32,1024,10,2,5242880,20,4,6,332.638,1351.62,2.91
16,8,3,32,1024,10,3,1048576,20,4,6,335.345,1340.71,2.76
16,8,3,32,1024,10,3,5242880,20,4,6,329.542,1364.32,2.76
16,8,3,32,1024,10,4,1048576,20,4,6,334.623,1343.60,2.80
16,8,3,32,1024,10,4,5242880,20,4,6,329.754,1363.44,2.80
16,8,3,32,1024,50,1,1048576,20,4,6,334.192,1345.33,2.34
16,8,3,32,1024,50,1,5242880,20,4,6,336.593,1335.74,2.34
16,8,3,32,1024,50,2,1048576,20,4,6,334.095,1345.72,2.37
16,8,3,32,1024,50,2,5242880,20,4,6,336.091,1337.73,2.37
16,8,3,32,1024,50,3,1048576,20,4,6,338.932,1326.52,2.44
16,8,3,32,1024,50,3,5242880,20,4,6,334.649,1343.50,2.44
16,8,3,32,1024,50,4,1048576,20,4,6,335.929,1338.38,2.47
16,8,3,32,1024,50,4,5242880,20,4,6,334.062,1345.86,2.47
16,8,3,32,1024,256,1,1048576,20,4,6,350.761,1281.78,2.15
16,8,3,32,1024,256,1,5242880,20,4,6,345.798,1300.18,2.15
16,8,3,32,1024,256,2,1048576,20,4,6,347.461,1293.96,2.17
16,8,3,32,1024,256,2,5242880,20,4,6,345.800,1300.17,2.17
16,8,3,32,1024,256,3,1048576,20,4,6,352.590,1275.13,2.20
16,8,3,32,1024,256,3,5242880,20,4,6,344.817,1303.88,2.20
16,8,3,32,1024,256,4,1048576,20,4,6,349.156,1287.67,2.20
16,8,3,32,1024,256,4,5242880,20,4,6,346.786,1296.47,2.20
16,8,3,96,256,10,1,1048576,20,4,6,99.538,4516.87,2.92
16,8,3,96,256,10,1,5242880,20,4,6,102.043,4405.99,2.92
16,8,3,96,256,10,2,1048576,20,4,6,98.777,4551.67,2.92
16,8,3,96,256,10,2,5242880,20,4,6,96.728,4648.09,2.92
16,8,3,96,256,10,3,1048576,20,4,6,99.531,4517.19,2.74
16,8,3,96,256,10,3,5242880,20,4,6,96.371,4665.31,2.74
