ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,WORKER_PARS,WORKER_BUCK,WORKER_DS,TIME,THROUG,AVG_RMSD
16,8,3,96,256,10,4,1048576,20,4,6,104.212,4314.29,2.78
16,8,3,96,256,10,4,5242880,20,4,6,107.721,4173.75,2.78
16,8,3,96,256,50,1,1048576,20,4,6,98.776,4551.72,2.30
16,8,3,96,256,50,1,5242880,20,4,6,108.321,4150.63,2.30
16,8,3,96,256,50,2,1048576,20,4,6,109.314,4112.93,2.31
16,8,3,96,256,50,2,5242880,20,4,6,107.834,4169.38,2.31
16,8,3,96,256,50,3,1048576,20,4,6,99.273,4528.93,2.34
16,8,3,96,256,50,3,5242880,20,4,6,100.205,4486.81,2.34
16,8,3,96,256,50,4,1048576,20,4,6,108.379,4148.41,2.34
16,8,3,96,256,50,4,5242880,20,4,6,108.831,4131.18,2.34
16,8,3,96,256,256,1,1048576,20,4,6,117.959,3811.50,2.12
16,8,3,96,256,256,1,5242880,20,4,6,113.001,3978.73,2.12
16,8,3,96,256,256,2,1048576,20,4,6,115.005,3909.40,2.12
16,8,3,96,256,256,2,5242880,20,4,6,116.926,3845.17,2.12
16,8,3,96,256,256,3,1048576,20,4,6,116.462,3860.49,2.12
16,8,3,96,256,256,3,5242880,20,4,6,117.153,3837.72,2.12
16,8,3,96,256,256,4,1048576,20,4,6,114.919,3912.32,2.12
16,8,3,96,256,256,4,5242880,20,4,6,115.760,3883.90,2.12
16,8,3,96,1024,10,1,1048576,20,4,6,354.983,1266.54,2.96
16,8,3,96,1024,10,1,5242880,20,4,6,354.049,1269.88,2.96
16,8,3,96,1024,10,2,1048576,20,4,6,353.237,1272.80,2.91
16,8,3,96,1024,10,2,5242880,20,4,6,355.544,1264.54,2.91
16,8,3,96,1024,10,3,1048576,20,4,6,354.717,1267.49,2.76
16,8,3,96,1024,10,3,5242880,20,4,6,355.610,1264.30,2.76
16,8,3,96,1024,10,4,1048576,20,4,6,355.813,1263.58,2.80
16,8,3,96,1024,10,4,5242880,20,4,6,352.441,1275.67,2.80
16,8,3,96,1024,50,1,1048576,20,4,6,356.136,1262.44,2.34
16,8,3,96,1024,50,1,5242880,20,4,6,359.427,1250.88,2.34
16,8,3,96,1024,50,2,1048576,20,4,6,356.072,1262.66,2.37
16,8,3,96,1024,50,2,5242880,20,4,6,358.517,1254.05,2.37
16,8,3,96,1024,50,3,1048576,20,4,6,354.588,1267.95,2.44
16,8,3,96,1024,50,3,5242880,20,4,6,363.869,1235.61,2.44
16,8,3,96,1024,50,4,1048576,20,4,6,354.315,1268.93,2.47
16,8,3,96,1024,50,4,5242880,20,4,6,359.525,1250.54,2.47
16,8,3,96,1024,256,1,1048576,20,4,6,369.364,1217.23,2.15
16,8,3,96,1024,256,1,5242880,20,4,6,373.357,1204.21,2.15
16,8,3,96,1024,256,2,1048576,20,4,6,371.488,1210.27,2.17
16,8,3,96,1024,256,2,5242880,20,4,6,372.661,1206.46,2.17
16,8,3,96,1024,256,3,1048576,20,4,6,370.631,1213.06,2.20
16,8,3,96,1024,256,3,5242880,20,4,6,370.208,1214.45,2.20
16,8,3,96,1024,256,4,1048576,20,4,6,371.774,1209.33,2.20
16,8,3,96,1024,256,4,5242880,20,4,6,370.054,1214.96,2.20
16,8,5,32,256,10,1,1048576,20,4,6,128.289,3504.59,2.91
16,8,5,32,256,10,1,5242880,20,4,6,137.514,3269.49,2.91
16,8,5,32,256,10,2,1048576,20,4,6,135.223,3324.88,2.92
16,8,5,32,256,10,2,5242880,20,4,6,134.194,3350.38,2.92
16,8,5,32,256,10,3,1048576,20,4,6,129.696,3466.57,2.73
16,8,5,32,256,10,3,5242880,20,4,6,130.846,3436.10,2.73
16,8,5,32,256,10,4,1048576,20,4,6,131.225,3426.18,2.78
16,8,5,32,256,10,4,5242880,20,4,6,132.998,3380.50,2.78
16,8,5,32,256,50,1,1048576,20,4,6,129.800,3463.79,2.31
16,8,5,32,256,50,1,5242880,20,4,6,128.353,3502.84,2.31
16,8,5,32,256,50,2,1048576,20,4,6,137.746,3263.98,2.31
16,8,5,32,256,50,2,5242880,20,4,6,132.113,3403.15,2.31
16,8,5,32,256,50,3,1048576,20,4,6,132.025,3405.42,2.34
16,8,5,32,256,50,3,5242880,20,4,6,131.065,3430.36,2.34
16,8,5,32,256,50,4,1048576,20,4,6,140.157,3207.83,2.34
16,8,5,32,256,50,4,5242880,20,4,6,128.935,3487.03,2.34
16,8,5,32,256,256,1,1048576,20,4,6,149.844,3000.46,2.12
16,8,5,32,256,256,1,5242880,20,4,6,144.015,3121.90,2.12
16,8,5,32,256,256,2,1048576,20,4,6,146.381,3071.44,2.12
16,8,5,32,256,256,2,5242880,20,4,6,142.093,3164.13,2.12
16,8,5,32,256,256,3,1048576,20,4,6,137.703,3265.00,2.12
16,8,5,32,256,256,3,5242880,20,4,6,139.936,3212.90,2.12
16,8,5,32,256,256,4,1048576,20,4,6,146.028,3078.86,2.12
16,8,5,32,256,256,4,5242880,20,4,6,142.623,3152.37,2.12
16,8,5,32,1024,10,1,1048576,20,4,6,491.156,915.39,2.95
16,8,5,32,1024,10,1,5242880,20,4,6,484.050,928.83,2.95
16,8,5,32,1024,10,2,1048576,20,4,6,478.674,939.26,2.87
16,8,5,32,1024,10,2,5242880,20,4,6,481.926,932.92,2.87
16,8,5,32,1024,10,3,1048576,20,4,6,486.956,923.28,2.77
16,8,5,32,1024,10,3,5242880,20,4,6,484.039,928.85,2.77
16,8,5,32,1024,10,4,1048576,20,4,6,477.417,941.73,2.81
16,8,5,32,1024,10,4,5242880,20,4,6,484.676,927.63,2.81
16,8,5,32,1024,50,1,1048576,20,4,6,491.122,915.45,2.34
16,8,5,32,1024,50,1,5242880,20,4,6,486.700,923.77,2.34
16,8,5,32,1024,50,2,1048576,20,4,6,484.640,927.70,2.36
16,8,5,32,1024,50,2,5242880,20,4,6,484.807,927.38,2.36
16,8,5,32,1024,50,3,1048576,20,4,6,489.679,918.15,2.44
16,8,5,32,1024,50,3,5242880,20,4,6,478.427,939.74,2.44
16,8,5,32,1024,50,4,1048576,20,4,6,486.794,923.59,2.48
16,8,5,32,1024,50,4,5242880,20,4,6,484.627,927.72,2.48
16,8,5,32,1024,256,1,1048576,20,4,6,499.812,899.54,2.15
16,8,5,32,1024,256,1,5242880,20,4,6,498.306,902.25,2.15
16,8,5,32,1024,256,2,1048576,20,4,6,498.218,902.41,2.17
16,8,5,32,1024,256,2,5242880,20,4,6,502.869,894.07,2.17
16,8,5,32,1024,256,3,1048576,20,4,6,498.790,901.38,2.19
16,8,5,32,1024,256,3,5242880,20,4,6,491.695,914.39,2.19
16,8,5,32,1024,256,4,1048576,20,4,6,498.755,901.44,2.21
16,8,5,32,1024,256,4,5242880,20,4,6,502.808,894.18,2.21
16,8,5,96,256,10,1,1048576,20,4,6,143.082,3142.26,2.91
16,8,5,96,256,10,1,5242880,20,4,6,136.930,3283.43,2.91
16,8,5,96,256,10,2,1048576,20,4,6,142.760,3149.34,2.92
16,8,5,96,256,10,2,5242880,20,4,6,142.593,3153.03,2.92
16,8,5,96,256,10,3,1048576,20,4,6,143.755,3127.55,2.73
16,8,5,96,256,10,3,5242880,20,4,6,143.247,3138.64,2.73
16,8,5,96,256,10,4,1048576,20,4,6,134.584,3340.67,2.78
16,8,5,96,256,10,4,5242880,20,4,6,141.207,3183.98,2.78
16,8,5,96,256,50,1,1048576,20,4,6,145.496,3090.12,2.31
16,8,5,96,256,50,1,5242880,20,4,6,146.253,3074.13,2.31
16,8,5,96,256,50,2,1048576,20,4,6,145.625,3087.38,2.31
16,8,5,96,256,50,2,5242880,20,4,6,143.593,3131.07,2.31
16,8,5,96,256,50,3,1048576,20,4,6,143.741,3127.85,2.34
16,8,5,96,256,50,3,5242880,20,4,6,146.004,3079.37,2.34
16,8,5,96,256,50,4,1048576,20,4,6,146.970,3059.13,2.34
16,8,5,96,256,50,4,5242880,20,4,6,145.114,3098.26,2.34
16,8,5,96,256,256,1,1048576,20,4,6,151.818,2961.44,2.12
16,8,5,96,256,256,1,5242880,20,4,6,149.470,3007.96,2.12
16,8,5,96,256,256,2,1048576,20,4,6,153.635,2926.42,2.12
16,8,5,96,256,256,2,5242880,20,4,6,154.254,2914.67,2.12
16,8,5,96,256,256,3,1048576,20,4,6,153.339,2932.07,2.12
16,8,5,96,256,256,3,5242880,20,4,6,152.933,2939.85,2.12
16,8,5,96,256,256,4,1048576,20,4,6,156.011,2881.85,2.12
16,8,5,96,256,256,4,5242880,20,4,6,152.382,2950.48,2.12
16,8,5,96,1024,10,1,1048576,20,4,6,520.290,864.13,2.95
16,8,5,96,1024,10,1,5242880,20,4,6,516.746,870.06,2.95
16,8,5,96,1024,10,2,1048576,20,4,6,516.582,870.33,2.87
16,8,5,96,1024,10,2,5242880,20,4,6,515.909,871.47,2.87
16,8,5,96,1024,10,3,1048576,20,4,6,517.831,868.23,2.77
16,8,5,96,1024,10,3,5242880,20,4,6,517.019,869.60,2.77
16,8,5,96,1024,10,4,1048576,20,4,6,513.257,875.97,2.81
16,8,5,96,1024,10,4,5242880,20,4,6,521.249,862.54,2.81
16,8,5,96,1024,50,1,1048576,20,4,6,515.462,872.22,2.34
16,8,5,96,1024,50,1,5242880,20,4,6,516.642,870.23,2.34
16,8,5,96,1024,50,2,1048576,20,4,6,517.890,868.13,2.36
16,8,5,96,1024,50,2,5242880,20,4,6,518.599,866.95,2.36
16,8,5,96,1024,50,3,1048576,20,4,6,520.905,863.11,2.44
16,8,5,96,1024,50,3,5242880,20,4,6,520.537,863.72,2.44
16,8,5,96,1024,50,4,1048576,20,4,6,521.698,861.80,2.48
16,8,5,96,1024,50,4,5242880,20,4,6,519.118,866.08,2.48
16,8,5,96,1024,256,1,1048576,20,4,6,532.823,843.80,2.15
16,8,5,96,1024,256,1,5242880,20,4,6,530.731,847.13,2.15
16,8,5,96,1024,256,2,1048576,20,4,6,528.115,851.33,2.17
16,8,5,96,1024,256,2,5242880,20,4,6,528.177,851.23,2.17
16,8,5,96,1024,256,3,1048576,20,4,6,527.797,851.84,2.19
16,8,5,96,1024,256,3,5242880,20,4,6,531.586,845.77,2.19
16,8,5,96,1024,256,4,1048576,20,4,6,533.241,843.14,2.21
16,8,5,96,1024,256,4,5242880,20,4,6,529.406,849.25,2.21
16,24,1,32,256,10,1,1048576,20,4,6,83.755,5368.04,2.76
16,24,1,32,256,10,1,5242880,20,4,6,95.770,4694.59,2.76
16,24,1,32,256,10,2,1048576,20,4,6,77.373,5810.82,2.73
16,24,1,32,256,10,2,5242880,20,4,6,93.352,4816.19,2.73
16,24,1,32,256,10,3,1048576,20,4,6,77.265,5818.94,2.65
16,24,1,32,256,10,3,5242880,20,4,6,77.982,5765.44,2.65
16,24,1,32,256,10,4,1048576,20,4,6,75.222,5976.98,2.68
16,24,1,32,256,10,4,5242880,20,4,6,74.755,6014.32,2.68
16,24,1,32,256,50,1,1048576,20,4,6,77.667,5788.82,2.30
16,24,1,32,256,50,1,5242880,20,4,6,97.214,4624.85,2.30
16,24,1,32,256,50,2,1048576,20,4,6,98.034,4586.17,2.31
16,24,1,32,256,50,2,5242880,20,4,6,78.264,5744.67,2.31
16,24,1,32,256,50,3,1048576,20,4,6,97.040,4633.15,2.36
16,24,1,32,256,50,3,5242880,20,4,6,77.105,5831.02,2.36
16,24,1,32,256,50,4,1048576,20,4,6,75.694,5939.71,2.40
16,24,1,32,256,50,4,5242880,20,4,6,82.870,5425.37,2.40
16,24,1,32,256,256,1,1048576,20,4,6,93.429,4812.22,2.10
16,24,1,32,256,256,1,5242880,20,4,6,98.740,4553.38,2.10
16,24,1,32,256,256,2,1048576,20,4,6,100.273,4483.76,2.10
16,24,1,32,256,256,2,5242880,20,4,6,91.925,4890.95,2.10
16,24,1,32,256,256,3,1048576,20,4,6,92.013,4886.27,2.10
16,24,1,32,256,256,3,5242880,20,4,6,85.953,5230.77,2.10
16,24,1,32,256,256,4,1048576,20,4,6,87.225,5154.49,2.10
16,24,1,32,256,256,4,5242880,20,4,6,86.243,5213.18,2.10
16,24,1,32,1024,10,1,1048576,20,4,6,255.793,1757.67,2.75
16,24,1,32,1024,10,1,5242880,20,4,6,257.995,1742.67,2.75
16,24,1,32,1024,10,2,1048576,20,4,6,257.444,1746.40,2.66
16,24,1,32,1024,10,2,5242880,20,4,6,257.199,1748.06,2.66
16,24,1,32,1024,10,3,1048576,20,4,6,254.663,1765.47,2.73
16,24,1,32,1024,10,3,5242880,20,4,6,257.390,1746.76,2.73
16,24,1,32,1024,10,4,1048576,20,4,6,254.120,1769.24,2.78
16,24,1,32,1024,10,4,5242880,20,4,6,257.465,1746.26,2.78
16,24,1,32,1024,50,1,1048576,20,4,6,262.049,1715.71,2.32
16,24,1,32,1024,50,1,5242880,20,4,6,261.308,1720.57,2.32
16,24,1,32,1024,50,2,1048576,20,4,6,259.749,1730.90,2.36
16,24,1,32,1024,50,2,5242880,20,4,6,256.424,1753.34,2.36
16,24,1,32,1024,50,3,1048576,20,4,6,257.712,1744.58,2.38
16,24,1,32,1024,50,3,5242880,20,4,6,261.354,1720.27,2.38
16,24,1,32,1024,50,4,1048576,20,4,6,255.549,1759.35,2.45
16,24,1,32,1024,50,4,5242880,20,4,6,258.864,1736.82,2.45
16,24,1,32,1024,256,1,1048576,20,4,6,271.979,1653.07,2.16
16,24,1,32,1024,256,1,5242880,20,4,6,275.114,1634.23,2.16
16,24,1,32,1024,256,2,1048576,20,4,6,270.661,1661.12,2.20
16,24,1,32,1024,256,2,5242880,20,4,6,270.363,1662.95,2.20
16,24,1,32,1024,256,3,1048576,20,4,6,270.016,1665.09,2.23
16,24,1,32,1024,256,3,5242880,20,4,6,268.589,1673.93,2.23
16,24,1,32,1024,256,4,1048576,20,4,6,270.790,1660.33,2.25
16,24,1,32,1024,256,4,5242880,20,4,6,268.063,1677.22,2.25
16,24,1,96,256,10,1,1048576,20,4,6,80.084,5614.11,2.76
16,24,1,96,256,10,1,5242880,20,4,6,91.266,4926.27,2.76
16,24,1,96,256,10,2,1048576,20,4,6,89.374,5030.55,2.73
16,24,1,96,256,10,2,5242880,20,4,6,80.562,5580.80,2.73
16,24,1,96,256,10,3,1048576,20,4,6,93.951,4785.48,2.65
16,24,1,96,256,10,3,5242880,20,4,6,95.856,4690.37,2.65
16,24,1,96,256,10,4,1048576,20,4,6,81.478,5518.06,2.68
16,24,1,96,256,10,4,5242880,20,4,6,93.064,4831.09,2.68
16,24,1,96,256,50,1,1048576,20,4,6,94.865,4739.37,2.30
16,24,1,96,256,50,1,5242880,20,4,6,96.057,4680.56,2.30
16,24,1,96,256,50,2,1048576,20,4,6,93.183,4824.92,2.31
16,24,1,96,256,50,2,5242880,20,4,6,81.687,5503.94,2.31
16,24,1,96,256,50,3,1048576,20,4,6,95.569,4704.46,2.36
16,24,1,96,256,50,3,5242880,20,4,6,93.880,4789.10,2.36
16,24,1,96,256,50,4,1048576,20,4,6,94.922,4736.53,2.40
16,24,1,96,256,50,4,5242880,20,4,6,96.351,4666.28,2.40
16,24,1,96,256,256,1,1048576,20,4,6,99.729,4508.22,2.10
16,24,1,96,256,256,1,5242880,20,4,6,99.800,4505.02,2.10
16,24,1,96,256,256,2,1048576,20,4,6,97.651,4604.16,2.10
16,24,1,96,256,256,2,5242880,20,4,6,99.945,4498.48,2.10
16,24,1,96,256,256,3,1048576,20,4,6,103.358,4349.93,2.10
16,24,1,96,256,256,3,5242880,20,4,6,101.547,4427.51,2.10
16,24,1,96,256,256,4,1048576,20,4,6,91.327,4922.98,2.10
16,24,1,96,256,256,4,5242880,20,4,6,89.451,5026.22,2.10
16,24,1,96,1024,10,1,1048576,20,4,6,276.783,1624.38,2.75
16,24,1,96,1024,10,1,5242880,20,4,6,275.035,1634.70,2.75
16,24,1,96,1024,10,2,1048576,20,4,6,276.388,1626.70,2.66
16,24,1,96,1024,10,2,5242880,20,4,6,273.169,1645.87,2.66
16,24,1,96,1024,10,3,1048576,20,4,6,271.016,1658.94,2.73
16,24,1,96,1024,10,3,5242880,20,4,6,272.027,1652.78,2.73
16,24,1,96,1024,10,4,1048576,20,4,6,275.062,1634.54,2.78
16,24,1,96,1024,10,4,5242880,20,4,6,273.276,1645.22,2.78
16,24,1,96,1024,50,1,1048576,20,4,6,278.789,1612.69,2.32
16,24,1,96,1024,50,1,5242880,20,4,6,275.478,1632.07,2.32
16,24,1,96,1024,50,2,1048576,20,4,6,274.857,1635.76,2.36
16,24,1,96,1024,50,2,5242880,20,4,6,276.398,1626.64,2.36
16,24,1,96,1024,50,3,1048576,20,4,6,276.195,1627.83,2.38
16,24,1,96,1024,50,3,5242880,20,4,6,273.717,1642.57,2.38
16,24,1,96,1024,50,4,1048576,20,4,6,273.817,1641.97,2.45
16,24,1,96,1024,50,4,5242880,20,4,6,278.158,1616.35,2.45
16,24,1,96,1024,256,1,1048576,20,4,6,292.936,1534.80,2.16
16,24,1,96,1024,256,1,5242880,20,4,6,291.838,1540.58,2.16
16,24,1,96,1024,256,2,1048576,20,4,6,288.263,1559.69,2.20
16,24,1,96,1024,256,2,5242880,20,4,6,288.987,1555.78,2.20
16,24,1,96,1024,256,3,1048576,20,4,6,289.005,1555.68,2.23
16,24,1,96,1024,256,3,5242880,20,4,6,290.483,1547.77,2.23
16,24,1,96,1024,256,4,1048576,20,4,6,288.603,1557.85,2.25
16,24,1,96,1024,256,4,5242880,20,4,6,285.283,1575.98,2.25
16,24,3,32,256,10,1,1048576,20,4,6,147.899,3039.91,2.81
16,24,3,32,256,10,1,5242880,20,4,6,149.028,3016.88,2.81
16,24,3,32,256,10,2,1048576,20,4,6,144.068,3120.75,2.74
16,24,3,32,256,10,2,5242880,20,4,6,149.406,3009.25,2.74
16,24,3,32,256,10,3,1048576,20,4,6,148.290,3031.90,2.74
16,24,3,32,256,10,3,5242880,20,4,6,150.218,2992.99,2.74
16,24,3,32,256,10,4,1048576,20,4,6,144.610,3109.05,2.75
16,24,3,32,256,10,4,5242880,20,4,6,142.684,3151.02,2.75
16,24,3,32,256,50,1,1048576,20,4,6,152.095,2956.05,2.27
16,24,3,32,256,50,1,5242880,20,4,6,151.684,2964.06,2.27
16,24,3,32,256,50,2,1048576,20,4,6,147.832,3041.29,2.24
16,24,3,32,256,50,2,5242880,20,4,6,152.703,2944.28,2.24
16,24,3,32,256,50,3,1048576,20,4,6,153.489,2929.20,2.26
16,24,3,32,256,50,3,5242880,20,4,6,150.841,2980.62,2.26
16,24,3,32,256,50,4,1048576,20,4,6,150.582,2985.75,2.29
16,24,3,32,256,50,4,5242880,20,4,6,154.559,2908.92,2.29
16,24,3,32,256,256,1,1048576,20,4,6,162.977,2758.67,2.05
16,24,3,32,256,256,1,5242880,20,4,6,160.689,2797.95,2.05
16,24,3,32,256,256,2,1048576,20,4,6,156.809,2867.18,2.05
16,24,3,32,256,256,2,5242880,20,4,6,162.263,2770.81,2.05
16,24,3,32,256,256,3,1048576,20,4,6,157.176,2860.49,2.05
16,24,3,32,256,256,3,5242880,20,4,6,158.270,2840.72,2.05
16,24,3,32,256,256,4,1048576,20,4,6,155.474,2891.80,2.05
16,24,3,32,256,256,4,5242880,20,4,6,159.408,2820.44,2.05
16,24,3,32,1024,10,1,1048576,20,4,6,547.286,821.51,2.87
16,24,3,32,1024,10,1,5242880,20,4,6,541.740,829.92,2.87
16,24,3,32,1024,10,2,1048576,20,4,6,539.710,833.04,2.69
16,24,3,32,1024,10,2,5242880,20,4,6,542.052,829.44,2.69
16,24,3,32,1024,10,3,1048576,20,4,6,540.194,832.29,2.71
16,24,3,32,1024,10,3,5242880,20,4,6,541.090,830.91,2.71
16,24,3,32,1024,10,4,1048576,20,4,6,538.971,834.18,2.71
16,24,3,32,1024,10,4,5242880,20,4,6,538.601,834.75,2.71
16,24,3,32,1024,50,1,1048576,20,4,6,548.693,819.40,2.31
16,24,3,32,1024,50,1,5242880,20,4,6,550.099,817.30,2.31
16,24,3,32,1024,50,2,1048576,20,4,6,547.269,821.53,2.29
16,24,3,32,1024,50,2,5242880,20,4,6,540.741,831.45,2.29
16,24,3,32,1024,50,3,1048576,20,4,6,545.466,824.25,2.31
16,24,3,32,1024,50,3,5242880,20,4,6,547.289,821.50,2.31
16,24,3,32,1024,50,4,1048576,20,4,6,545.324,824.46,2.42
16,24,3,32,1024,50,4,5242880,20,4,6,549.136,818.74,2.42
16,24,3,32,1024,256,1,1048576,20,4,6,562.968,798.62,2.05
16,24,3,32,1024,256,1,5242880,20,4,6,565.273,795.36,2.05
16,24,3,32,1024,256,2,1048576,20,4,6,557.404,806.59,2.09
16,24,3,32,1024,256,2,5242880,20,4,6,562.699,799.00,2.09
16,24,3,32,1024,256,3,1048576,20,4,6,558.302,805.30,2.14
16,24,3,32,1024,256,3,5242880,20,4,6,555.672,809.11,2.14
16,24,3,32,1024,256,4,1048576,20,4,6,560.878,801.60,2.15
16,24,3,32,1024,256,4,5242880,20,4,6,555.194,809.80,2.15
16,24,3,96,256,10,1,1048576,20,4,6,155.921,2883.51,2.81
16,24,3,96,256,10,1,5242880,20,4,6,156.834,2866.73,2.81
16,24,3,96,256,10,2,1048576,20,4,6,151.830,2961.21,2.74
16,24,3,96,256,10,2,5242880,20,4,6,155.884,2884.20,2.74
16,24,3,96,256,10,3,1048576,20,4,6,154.880,2902.89,2.74
16,24,3,96,256,10,3,5242880,20,4,6,156.119,2879.86,2.74
16,24,3,96,256,10,4,1048576,20,4,6,155.542,2890.54,2.75
16,24,3,96,256,10,4,5242880,20,4,6,156.832,2866.76,2.75
16,24,3,96,256,50,1,1048576,20,4,6,158.295,2840.27,2.27
16,24,3,96,256,50,1,5242880,20,4,6,158.151,2842.85,2.27
16,24,3,96,256,50,2,1048576,20,4,6,158.924,2829.03,2.24
16,24,3,96,256,50,2,5242880,20,4,6,157.107,2861.75,2.24
16,24,3,96,256,50,3,1048576,20,4,6,158.277,2840.59,2.26
16,24,3,96,256,50,3,5242880,20,4,6,157.141,2861.13,2.26
16,24,3,96,256,50,4,1048576,20,4,6,160.618,2799.19,2.29
16,24,3,96,256,50,4,5242880,20,4,6,161.227,2788.62,2.29
16,24,3,96,256,256,1,1048576,20,4,6,167.548,2683.41,2.05
16,24,3,96,256,256,1,5242880,20,4,6,168.163,2673.60,2.05
16,24,3,96,256,256,2,1048576,20,4,6,169.031,2659.87,2.05
16,24,3,96,256,256,2,5242880,20,4,6,167.850,2678.58,2.05
16,24,3,96,256,256,3,1048576,20,4,6,162.982,2758.59,2.05
16,24,3,96,256,256,3,5242880,20,4,6,171.091,2627.84,2.05
16,24,3,96,256,256,4,1048576,20,4,6,166.394,2702.02,2.05
16,24,3,96,256,256,4,5242880,20,4,6,171.101,2627.69,2.05
16,24,3,96,1024,10,1,1048576,20,4,6,581.058,773.76,2.87
16,24,3,96,1024,10,1,5242880,20,4,6,583.110,771.03,2.87
16,24,3,96,1024,10,2,1048576,20,4,6,580.530,774.46,2.69
16,24,3,96,1024,10,2,5242880,20,4,6,574.791,782.19,2.69
16,24,3,96,1024,10,3,1048576,20,4,6,574.632,782.41,2.71
16,24,3,96,1024,10,3,5242880,20,4,6,576.884,779.36,2.71
16,24,3,96,1024,10,4,1048576,20,4,6,574.918,782.02,2.71
16,24,3,96,1024,10,4,5242880,20,4,6,575.853,780.75,2.71
16,24,3,96,1024,50,1,1048576,20,4,6,581.546,773.11,2.31
16,24,3,96,1024,50,1,5242880,20,4,6,579.871,775.34,2.31
16,24,3,96,1024,50,2,1048576,20,4,6,585.545,767.83,2.29
16,24,3,96,1024,50,2,5242880,20,4,6,582.984,771.20,2.29
16,24,3,96,1024,50,3,1048576,20,4,6,576.449,779.94,2.31
16,24,3,96,1024,50,3,5242880,20,4,6,577.927,777.95,2.31
16,24,3,96,1024,50,4,1048576,20,4,6,576.860,779.39,2.42
16,24,3,96,1024,50,4,5242880,20,4,6,585.992,767.24,2.42
16,24,3,96,1024,256,1,1048576,20,4,6,593.678,757.31,2.05
16,24,3,96,1024,256,1,5242880,20,4,6,594.444,756.33,2.05
16,24,3,96,1024,256,2,1048576,20,4,6,597.030,753.06,2.09
16,24,3,96,1024,256,2,5242880,20,4,6,594.290,756.53,2.09
16,24,3,96,1024,256,3,1048576,20,4,6,595.794,754.62,2.14
16,24,3,96,1024,256,3,5242880,20,4,6,597.417,752.57,2.14
16,24,3,96,1024,256,4,1048576,20,4,6,595.208,755.36,2.15
16,24,3,96,1024,256,4,5242880,20,4,6,600.866,748.25,2.15
16,24,5,32,256,10,1,1048576,20,4,6,208.679,2154.51,2.73
16,24,5,32,256,10,1,5242880,20,4,6,212.514,2115.63,2.73
16,24,5,32,256,10,2,1048576,20,4,6,209.378,2147.31,2.66
16,24,5,32,256,10,2,5242880,20,4,6,209.488,2146.18,2.66
16,24,5,32,256,10,3,1048576,20,4,6,210.068,2140.26,2.65
16,24,5,32,256,10,3,5242880,20,4,6,210.602,2134.83,2.65
16,24,5,32,256,10,4,1048576,20,4,6,209.421,2146.87,2.70
16,24,5,32,256,10,4,5242880,20,4,6,206.030,2182.21,2.70
16,24,5,32,256,50,1,1048576,20,4,6,213.111,2109.70,2.27
16,24,5,32,256,50,1,5242880,20,4,6,215.504,2086.27,2.27
16,24,5,32,256,50,2,1048576,20,4,6,211.271,2128.07,2.24
16,24,5,32,256,50,2,5242880,20,4,6,211.797,2122.79,2.24
16,24,5,32,256,50,3,1048576,20,4,6,208.768,2153.59,2.26
16,24,5,32,256,50,3,5242880,20,4,6,214.097,2099.98,2.26
16,24,5,32,256,50,4,1048576,20,4,6,213.105,2109.76,2.31
16,24,5,32,256,50,4,5242880,20,4,6,212.227,2118.49,2.31
16,24,5,32,256,256,1,1048576,20,4,6,222.799,2017.96,2.05
16,24,5,32,256,256,1,5242880,20,4,6,221.020,2034.20,2.05
16,24,5,32,256,256,2,1048576,20,4,6,224.085,2006.38,2.05
16,24,5,32,256,256,2,5242880,20,4,6,221.475,2030.03,2.05
16,24,5,32,256,256,3,1048576,20,4,6,223.533,2011.34,2.05
16,24,5,32,256,256,3,5242880,20,4,6,223.121,2015.05,2.05
16,24,5,32,256,256,4,1048576,20,4,6,221.222,2032.35,2.05
16,24,5,32,256,256,4,5242880,20,4,6,221.321,2031.44,2.05
16,24,5,32,1024,10,1,1048576,20,4,6,822.567,546.58,2.83
16,24,5,32,1024,10,1,5242880,20,4,6,812.626,553.26,2.83
16,24,5,32,1024,10,2,1048576,20,4,6,812.043,553.66,2.74
16,24,5,32,1024,10,2,5242880,20,4,6,808.851,555.85,2.74
16,24,5,32,1024,10,3,1048576,20,4,6,805.968,557.83,2.69
16,24,5,32,1024,10,3,5242880,20,4,6,807.176,557.00,2.69
16,24,5,32,1024,10,4,1048576,20,4,6,810.220,554.91,2.76
16,24,5,32,1024,10,4,5242880,20,4,6,814.856,551.75,2.76
16,24,5,32,1024,50,1,1048576,20,4,6,813.029,552.99,2.30
16,24,5,32,1024,50,1,5242880,20,4,6,814.962,551.68,2.30
16,24,5,32,1024,50,2,1048576,20,4,6,810.402,554.78,2.29
16,24,5,32,1024,50,2,5242880,20,4,6,817.546,549.93,2.29
16,24,5,32,1024,50,3,1048576,20,4,6,811.316,554.16,2.30
16,24,5,32,1024,50,3,5242880,20,4,6,806.307,557.60,2.30
16,24,5,32,1024,50,4,1048576,20,4,6,810.555,554.68,2.42
16,24,5,32,1024,50,4,5242880,20,4,6,816.437,550.68,2.42
16,24,5,32,1024,256,1,1048576,20,4,6,824.580,545.24,2.04
16,24,5,32,1024,256,1,5242880,20,4,6,838.781,536.01,2.04
